Genome ID,Genome Name,Organism Name,NCBI Taxon ID,Genome Status,Strain,Serovar,Biovar,Pathovar,MLST,Other Typing,Culture Collection,Type Strain,Completion Date,Publication,BioProject Accession,BioSample Accession,Assembly Accession,SRA Accession,GenBank Accessions,RefSeq Accessions,Sequencing Centers,Sequencing Status,Sequencing Platform,Sequencing Depth,Assembly Method,Chromosomes,Plasmids,Contigs,Genome Length,GC Content,PATRIC CDS,RefSeq CDS,Isolation Site,Isolation Source,Isolation Comments,Collection Date,Isolation Country,Geographic Location,Latitude,Longitude,Altitude,Depth,Other Environmental,Host Name,Host Gender,Host Age,Host Health,Body Sample Site,Body Sample Subsite,Other Clinical,AntiMicrobial Resistance,AntiMicrobial Resistance Evidence,Gram Stain,Cell Shape,Motility,Sporulation,Temperature Range,Optimal Temperature,Salinity,Oxygen Requirement,Habitat,Disease,Comments,Additional Metadata,Coarse Consistency,Fine Consistency,Checkm Completeness,Checkm Contamination,Genome Quality Flags,Genome Quality,Date Inserted,Date Modified
1685.78,Bifidobacterium breve strain NRBB09,,1685,Complete,NRBB09,,,,,,,,2017-12-13T00:00:00Z,,PRJNA384044,SAMN06827067,GCA_002838325.1,,CP021387,,University College Cork,,PacBio,445.0x,SMRT Analysis v. Jan 2016,1,,1,2265557,58.69,1992,1881,,infant,,2014/10/1,Netherlands,Netherlands,,,,,,"Human, Homo sapiens",,,,,,,,,,,,,,,,,,,Bifidobacterium breve infant isolate,sample_type:Genome,99.9,99.1,100,1.7,,Good,2018-01-01T05:22:13.262Z,2018-01-01T05:22:13.262Z
1685.79,Bifidobacterium breve strain NRBB57,,1685,Complete,NRBB57,,,,,,,,2017-12-13T00:00:00Z,,PRJNA384069,SAMN06827912,GCA_002838345.1,,CP021389,,University College Cork,,PacBio,206.0x,SMRT Analysis v. Jan 2016,1,,1,2510381,59.38,2257,2125,,infant,,2014/10/1,Netherlands,Netherlands,,,,,,"Human, Homo sapiens",,,,,,,,,,,,,,,,,,,Bifidobacterium breve infant isolate,sample_type:Genome,99.8,99.4,100,0.3,,Good,2018-01-01T05:23:19.546Z,2018-01-01T05:23:19.546Z
1685.8,Bifidobacterium breve strain NRBB50,,1685,Complete,NRBB50,,,,,,,,2017-12-13T00:00:00Z,,PRJNA384047,SAMN06827094,GCA_002838365.1,,CP021391,,University College Cork,,PacBio,125.0x,SMRT Analysis v. Jan 2016,1,,1,2409058,58.79,2157,2021,,infant,,2014/10/1,Netherlands,Netherlands,,,,,,"Human, Homo sapiens",,,,,,,,,,,,,,,,,,,Bifidobacterium breve infant isolate,sample_type:Genome,99.9,99.5,100,,,Good,2018-01-01T05:24:06.503Z,2018-01-01T05:24:06.503Z
1685.81,Bifidobacterium breve strain NRBB52,,1685,Complete,NRBB52,,,,,,,,2017-12-13T00:00:00Z,,PRJNA384049,SAMN06827097,GCA_002838385.1,,CP021393,,University College Cork,,PacBio,354.0x,SMRT Analysis v. Jan 2016,1,,1,2379672,58.87,2116,1989,,infant,,2014/10/1,Netherlands,Netherlands,,,,,,"Human, Homo sapiens",,,,,,,,,,,,,,,,,,,Bifidobacterium breve infant isolate,sample_type:Genome,99.7,99.3,100,0.8,,Good,2018-01-01T05:23:23.143Z,2018-01-01T05:23:23.143Z
1685.82,Bifidobacterium breve strain NRBB51,,1685,Complete,NRBB51,,,,,,,,2017-12-13T00:00:00Z,,PRJNA384048,SAMN06827096,GCA_002838405.1,,CP021392,,University College Cork,,PacBio,471.0x,SMRT Analysis v. Jan 2016,1,,1,2402272,59.02,2077,1960,,infant,,2014/10/1,Netherlands,Netherlands,,,,,,"Human, Homo sapiens",,,,,,,,,,,,,,,,,,,Bifidobacterium breve infant isolate,sample_type:Genome,99.9,99.6,100,,,Good,2018-01-01T05:23:26.528Z,2018-01-01T05:23:26.528Z
1685.83,Bifidobacterium breve strain NRBB56,,1685,Complete,NRBB56,,,,,,,,2017-12-13T00:00:00Z,,PRJNA384068,SAMN06827911,GCA_002838425.1,,CP021394,,University College Cork,,PacBio,179.0x,SMRT Analysis v. Jan 2016,1,,1,2425122,58.93,2123,1985,,infant,,2014/10/1,Netherlands,Netherlands,,,,,,"Human, Homo sapiens",,,,,,,,,,,,,,,,,,,Bifidobacterium breve infant isolate,sample_type:Genome,99.8,99.6,100,,,Good,2018-01-01T05:23:44.938Z,2018-01-01T05:23:44.938Z
1685.84,Bifidobacterium breve strain DRBB27,,1685,Complete,DRBB27,,,,,,,,2017-12-13T00:00:00Z,,PRJNA384073,SAMN06827975,GCA_002838445.1,,CP021552,,University College Cork,,PacBio,349.0x,SMRT Analysis v. Jan 2016,1,,1,2435083,58.89,2208,2079,,infant,,2014/10/1,Netherlands,Netherlands,,,,,,"Human, Homo sapiens",,,,,,,,,,,,,,,,,,,Bifidobacterium breve infant isolate,sample_type:Genome,99.7,99.6,100,,,Good,2018-01-01T05:24:09.606Z,2018-01-01T05:24:09.606Z
1685.85,Bifidobacterium breve strain 017W439,,1685,Complete,017W439,,,,,,,,2017-12-13T00:00:00Z,,PRJNA384113,SAMN06828931,GCA_002838465.1,,CP021554,,University College Cork,,PacBio,287.0x,SMRT Analysis v. Jan 2016,1,,1,2301422,58.72,2039,1923,,infant,,2014/10/1,Ireland,Ireland,,,,,,"Human, Homo sapiens",,,,,,,,,,,,,,,,,,,Bifidobacterium breve infant isolate,sample_type:Genome,99.9,99.6,100,,,Good,2018-01-01T05:23:48.425Z,2018-01-01T05:23:48.425Z
1685.86,Bifidobacterium breve strain 215W447a,,1685,Complete,215W447a,,,,,,,,2017-12-13T00:00:00Z,,PRJNA384129,SAMN06829004,GCA_002838485.1,,CP021558,,University College Cork,,PacBio,274.0x,SMRT Analysis v. Jan 2016,1,,1,2589602,59.29,2370,2219,,infant,,2014/10/1,Ireland,Ireland,,,,,,"Human, Homo sapiens",,,,,,,,,,,,,,,,,,,Bifidobacterium breve infant isolate,sample_type:Genome,99.8,99.4,100,,,Good,2018-01-01T05:25:09.397Z,2018-01-01T05:25:09.397Z
1685.87,Bifidobacterium breve strain DRBB28,,1685,Complete,DRBB28,,,,,,,,2017-12-13T00:00:00Z,,PRJNA384074,SAMN06827976,GCA_002838505.1,,CP021553,,University College Cork,,PacBio,391.0x,SMRT Analysis v. Jan 2016,1,,1,2462170,58.97,2208,2096,,infant,,2014/10/1,Netherlands,Netherlands,,,,,,"Human, Homo sapiens",,,,,,,,,,,,,,,,,,,Bifidobacterium breve infant isolate,sample_type:Genome,99.8,99.6,100,0.6,,Good,2018-01-01T05:25:06.147Z,2018-01-01T05:25:06.147Z
1685.88,Bifidobacterium breve strain 180W83,,1685,Complete,180W83,,,,,,,,2017-12-13T00:00:00Z,,PRJNA384128,SAMN06829003,GCA_002838525.1,,CP021557,,University College Cork,,PacBio,309.0x,SMRT Analysis v. Jan 2016,1,,1,2273173,58.84,2010,1891,,infant,,2014/10/1,Ireland,Ireland,,,,,,"Human, Homo sapiens",,,,,,,,,,,,,,,,,,,Bifidobacterium breve infant isolate,sample_type:Genome,99.9,99.8,100,,,Good,2018-01-01T05:24:42.797Z,2018-01-01T05:24:42.797Z
1685.89,Bifidobacterium breve strain 082W48,,1685,Complete,082W48,,,,,,,,2017-12-13T00:00:00Z,,PRJNA384114,SAMN06828932,GCA_002838545.1,,CP021555,,University College Cork,,PacBio,121.0x,SMRT Analysis v. Jan 2016,1,,1,2286339,58.82,1989,1885,,infant,,2014/10/1,Ireland,Ireland,,,,,,"Human, Homo sapiens",,,,,,,,,,,,,,,,,,,Bifidobacterium breve infant isolate,sample_type:Genome,99.9,99.6,100,,,Good,2018-01-01T05:24:57.957Z,2018-01-01T05:24:57.957Z
1685.9,Bifidobacterium breve strain 139W423,,1685,Complete,139W423,,,,,,,,2017-12-13T00:00:00Z,,PRJNA384124,SAMN06829002,GCA_002838565.1,,CP021556,,University College Cork,,PacBio,289.0x,SMRT Analysis v. Jan 2016,1,,1,2411276,58.65,2145,2013,,infant,,2014/10/1,Ireland,Ireland,,,,,,"Human, Homo sapiens",,,,,,,,,,,,,,,,,,,Bifidobacterium breve infant isolate,sample_type:Genome,99.9,99.6,100,,,Good,2018-01-01T05:24:45.775Z,2018-01-01T05:24:45.775Z
1685.91,Bifidobacterium breve strain CNCM I-4321,,1685,Complete,CNCM I-4321,,,,,,,,2017-12-13T00:00:00Z,,PRJNA384070,SAMN06827913,GCA_002838585.1,,CP021559,,University College Cork,,PacBio,339.0x,SMRT Analysis v. Jan 2016,1,,1,2464852,58.95,2234,2082,,infant,,2014/10/1,Netherlands,Netherlands,,,,,,"Human, Homo sapiens",,,,,,,,,,,,,,,,,,,Bifidobacterium breve infant isolate,sample_type:Genome,99.9,99.6,100,,,Good,2018-01-01T05:24:54.787Z,2018-01-01T05:24:54.787Z
1685.92,Bifidobacterium breve strain NRBB18 strain infant,,1685,Complete,infant,,,,,,,,2017-12-13T00:00:00Z,,PRJNA387666,SAMN07160576,GCA_002838605.1,,CP023193,,University College Cork,,PacBio,197.0x,SMRT Analysis v. Jan 2016,1,,1,2289686,58.59,2014,1874,,infant,,2014/10/1,Netherlands,Netherlands,,,,,,"Human, Homo sapiens",,,,,,,,,,,,,,,,,,,Bifidobacterium breve infant isolate,sample_type:Genome,99.9,99.6,100,,,Good,2018-01-01T05:24:51.742Z,2018-01-01T05:24:51.742Z
1685.93,Bifidobacterium breve strain NRBB19 strain infant,,1685,Complete,infant,,,,,,,,2017-12-13T00:00:00Z,,PRJNA387699,SAMN07160980,GCA_002838625.1,,CP023194,,University College Cork,,PacBio,112.0x,SMRT Analysis v. Jan 2016,1,,1,2289726,58.59,2024,1875,,infant,,2014/10/1,Netherlands,Netherlands,,,,,,"Human, Homo sapiens",,,,,,,,,,,,,,,,,,,Bifidobacterium breve infant isolate,sample_type:Genome,99.9,99.5,100,0.1,,Good,2018-01-01T05:25:28.675Z,2018-01-01T05:25:28.675Z
1685.94,Bifidobacterium breve strain NRBB20 strain infant,,1685,Complete,infant,,,,,,,,2017-12-13T00:00:00Z,,PRJNA387670,SAMN07160580,GCA_002838645.1,,CP023195,,University College Cork,,PacBio,111.0x,SMRT Analysis v. Jan 2016,1,,1,2289892,58.59,2012,1875,,infant,,2014/10/1,Netherlands,Netherlands,,,,,,"Human, Homo sapiens",,,,,,,,,,,,,,,,,,,Bifidobacterium breve infant isolate,sample_type:Genome,99.9,99.6,100,,,Good,2018-01-01T05:24:48.828Z,2018-01-01T05:24:48.828Z
1685.95,Bifidobacterium breve strain NRBB27 strain infant,,1685,Complete,infant,,,,,,,,2017-12-13T00:00:00Z,,PRJNA387692,SAMN07160976,GCA_002838665.1,,CP023196,,University College Cork,,PacBio,147.0x,SMRT Analysis v. Jan 2016,1,,1,2289838,58.59,2013,1871,,infant,,2014/10/1,Netherlands,Netherlands,,,,,,"Human, Homo sapiens",,,,,,,,,,,,,,,,,,,Bifidobacterium breve infant isolate,sample_type:Genome,99.9,99.6,100,,,Good,2018-01-01T05:26:10.120Z,2018-01-01T05:26:10.120Z
1685.96,Bifidobacterium breve strain NRBB49 strain infant,,1685,Complete,infant,,,,,,,,2017-12-13T00:00:00Z,,PRJNA387696,SAMN07160977,GCA_002838685.1,,CP023197,,University College Cork,,PacBio,346.0x,SMRT Analysis v. Jan 2016,1,,1,2289791,58.59,2011,1869,,infant,,2014/10/1,Netherlands,Netherlands,,,,,,"Human, Homo sapiens",,,,,,,,,,,,,,,,,,,Bifidobacterium breve infant isolate,sample_type:Genome,99.9,99.6,100,,,Good,2018-01-01T05:26:18.387Z,2018-01-01T05:26:18.387Z
1685.97,Bifidobacterium breve strain DRBB29 strain infant,,1685,Complete,infant,,,,,,,,2017-12-13T00:00:00Z,,PRJNA387697,SAMN07160978,GCA_002838705.1,,CP023198,,University College Cork,,PacBio,362.0x,SMRT Analysis v. Jan 2016,1,,1,2435086,58.89,2208,2084,,infant,,2014/10/1,Netherlands,Netherlands,,,,,,"Human, Homo sapiens",,,,,,,,,,,,,,,,,,,Bifidobacterium breve infant isolate,sample_type:Genome,99.7,99.6,100,,,Good,2018-01-01T05:25:51.844Z,2018-01-01T05:25:51.844Z
1685.98,Bifidobacterium breve strain DRBB30 strain infant,,1685,Complete,infant,,,,,,,,2017-12-13T00:00:00Z,,PRJNA387698,SAMN07160979,GCA_002838725.1,,CP023199,,University College Cork,,PacBio,434.0x,SMRT Analysis v. Jan 2016,1,,1,2471118,58.95,2227,2098,,infant,,2014/10/1,Netherlands,Netherlands,,,,,,"Human, Homo sapiens",,,,,,,,,,,,,,,,,,,Bifidobacterium breve infant isolate,sample_type:Genome,99.9,99.6,100,0.3,,Good,2018-01-01T05:26:21.377Z,2018-01-01T05:26:21.377Z
1685.99,Bifidobacterium breve strain NRBB08 strain infant,,1685,Complete,infant,,,,,,,,2017-12-13T00:00:00Z,,PRJNA387665,SAMN07160574,GCA_002838745.1,,CP023192,,University College Cork,,PacBio,91.0x,SMRT Analysis v. Jan 2016,1,,1,2289759,58.59,2018,1875,,infant,,2014/10/1,Netherlands,Netherlands,,,,,,"Human, Homo sapiens",,,,,,,,,,,,,,,,,,,Bifidobacterium breve infant isolate,sample_type:Genome,99.9,99.6,100,,,Good,2018-01-01T05:27:20.589Z,2018-01-01T05:27:20.589Z
1689.18,Bifidobacterium dentium strain NCTC11816,,1689,Complete,NCTC11816,not available: to be reported later,,,,,NCTC:11816,,2018-12-19T00:00:00Z,,PRJEB6403,SAMEA4076722,GCA_900637175.1,,LR134349,,SC,,,,,1,,1,2635828,58.538986,2240,2138,,Dental caries,,1900/1974,,,,,,,,"Human, Homo sapiens",,,,,,host_health_state:disease,,,,,,,,,,,,,http://www.sanger.ac.uk/resources/downloads/bacteria/nctc/,,99.9,99.9,,,,Good,2019-02-01T13:50:49.831Z,2019-02-01T13:50:49.831Z
206672.9,Bifidobacterium longum NCC2705,Bifidobacterium longum NCC2705,206672,Complete,NCC2705,,,,,,,,2002-10-17T00:00:00Z,12381787,PRJNA328,SAMN02603675,GCA_000007525.1,,AE014295,"NC_004307,NC_004943","Nestle Research Center, Switzerland",complete,,,,1,1,2,2260266,60.1,1868,1729,,infant feces,isolated from infant feces,,,,,,,,,"Human, Homo sapiens",,infant,,,,,,,+,Rod,No,No,Mesophilic,37-41,Non-halophilic,Anaerobic,Host-associated,,Bifidobacterium longum strain NCC2705. This strain was isolated from infant feces. The genome of this strain is being sequenced for comparative genomics.,,99.9,99.6,100,,,Good,2014-12-08T22:10:28.553Z,2015-03-16T03:17:09.594Z
216816.111,Bifidobacterium longum strain BXY01,,216816,Complete,BXY01,,,,,,,,2014-07-17T00:00:00Z,,PRJNA251950,SAMN02843216,GCF_000730205.1,,CP008885,NZ_CP008885.1,"Institute of Disease Control and Prevention, Academy of Military Medical Science",,454; Solexa,61x; 483x,gsAssembler v. v2.6,1,,1,2480603,59.82,2150,1901,,gut,,2014/6/9,China,China,,,,,,"Human, Homo sapiens",,,,,,,,,,,,,,,,,,,unpublish,,99.9,99.7,100,,,Good,2016-01-17T15:37:40.173Z,2016-01-17T15:37:40.173Z
216816.114,Bifidobacterium longum strain BG7,,216816,Complete,BG7,,,,,,KCTC:12200BP,,2015-09-17T00:00:00Z,,PRJNA270904,SAMN03271682,GCA_001293145.1,,CP010453,"NZ_CP010453.1,NZ_CP010454.1",Yonsei University,,PacBio,27.6x,HGAP v. v2.0,1,1,2,2455762,60.01,2091,2052,,feces,,1998/7/10,South Korea,Korea,,,,,env_biome:infant feces,"Human, Homo sapiens",,,,,,,,,,,,,,,,,,,Genome sequence of Bifidobacterium longum BG7,,99.8,99.4,100,,,Good,2016-01-17T17:09:33.472Z,2016-01-17T17:09:33.472Z
216816.126,Bifidobacterium longum strain 35624,,216816,Complete,35624,,,,,,,,2016-09-06T00:00:00Z,,PRJNA301703,SAMN04254466,GCF_001719085.1,,CP013673,NZ_CP013673.1,Alimentary Health and University College Cork,,454,missing,Newbler v. 2.3,1,,1,2264056,60,1913,1733,,,,,Ireland,Ireland,,,,,,"Human, Homo sapiens",,,,,,,,,,,,,,C,,,,,Determination of Bifidobacterium longum 35624 genome sequence for comparative analysis,,99.9,99.6,100,1.4,,Good,2016-11-15T22:08:41.804Z,2016-11-15T22:08:41.804Z
216816.1974,Bifidobacterium longum strain 51A,,216816,Complete,51A,,,,,,,,2019-04-30T00:00:00Z,,PRJNA432691,SAMN08457432,GCA_004936435.1,,CP026999,,UFMG,,Illumina HiSeq,1239.0x,SPAdes v. 3.6,1,,1,2365873,60.1616,2020,1814,,fecal sample,isolated in 1899 and exhibits some probiotic characteristics such as immunomodulation and fighting intestinal infections,2017,,Brazil,,,,,,"Human, Homo sapiens",,,,,,,,,,,,,,,,,,,"The genus Bifidobacterium is represented by gram positive and anaerobic bacteria that normally colonize the human gastrointestinal tract (GIT), with some species also being found in the oral and vaginal cavities. The B. longum species is commonly associated with the maintenance of homeostasis in the GIT aiding in the digestion of food. It was first isolated in 1899 and exhibits some probiotic characteristics such as immunomodulation and fighting intestinal infections.",,99.9,99.4,,,,Good,2019-07-18T03:32:37.272Z,2019-07-18T03:32:37.272Z
216816.2033,Bifidobacterium longum strain BAMA-B05,,216816,Complete,BAMA-B05,,,,,,,,2019-08-26T00:00:00Z,,PRJNA560141,SAMN12569298,GCA_008086305.1,,CP043002,,Haerbin Meihua Biotechnology,,Illumina HiSeq,200.0x,SOAPdenovo v. 2.04,1,,1,2268110,59.883163,1955,,,feces of healthy centenarian,,10-Oct,China,China: guangxi province,,,,,,"Human, Homo sapiens",,,,,,,,,,,,,,,,,,,The complete genome sequence of Bifidobacterium longum B05,sample_type:cell culture,99.7,99.3,,,,Good,2019-10-02T00:40:09.344Z,2019-10-02T00:40:09.344Z
216816.2087,Bifidobacterium longum strain LTBL16,,216816,Complete,LTBL16,,,,,,,,2019-12-04T00:00:00Z,,PRJNA506747,SAMN10473362,GCA_009728915.1,,CP034089,,GuangXi University,,Illumina HiSeq; Oxford Nanopore MiniION,279.0x,Unicycler v. 0.4.6,1,,1,2430682,60.26757,2091,,,feces,,13-May,China,China: GuangXi,,,,,,"Human, Homo sapiens",,,,,,,,,,,,,,,,,,,Complete genome sequence of Bifidobacterium longum LTBL16 from healthy centenarians,,98.9,98.5,,,,Good,2019-12-31T16:27:55.432Z,2019-12-31T16:27:55.432Z
216816.211,Bifidobacterium longum strain Jih1,,216816,Complete,Jih1,,,,,,,,2020-03-24T00:00:00Z,,PRJNA613014,SAMN14390487,GCA_011764605.1,,AP022868,,Keio University,,Illumina NextSeq 500; Oxford Nanopore,100x,Canu v. 1.8,1,,1,2371107,60.291924,2023,1941,,human feces,isolated from human feces,2016/12/12,,"Japan: Tsuruoka, Yamagata",,,,,,"Human, Homo sapiens",,,,,,,,,,,,,,,,,,,"We report the complete genome sequence of Bifidobacterium longum strain Jih1, isolated from human feces. The assembled genome comprised one circular chromosome of 2.37 Mb. The chromosome harbors 1,941 protein-coding genes.",sample_type:cell culture,99,98.7,,,,Good,2020-04-12T02:13:39.101Z,2020-04-12T02:13:39.101Z
28025.1,Bifidobacterium animalis strain A6,,28025,Complete,A6,,,,,,,,2015-01-09T00:00:00Z,,PRJNA271239,SAMN03273367,GCF_000817045.1,,CP010433,NZ_CP010433.1,China Agricultural University,,PacBio RS,200x,HGAP v. 2,1,,1,1958651,60.49,1653,1622,,human feces,,30-Oct-06,China,"China: village Bama, guangxi",,,,,,"Human, Homo sapiens",,,,,,,,,,,,,,,,,,,The goal of this project is to obtain the complete genome sequence of the Bifidobacterium animalis A6,isolate:human feces;sample_type:cell culture,99.7,99.6,100,0.3,,Good,2016-01-17T15:42:01.050Z,2016-01-17T15:42:01.050Z
28025.127,Bifidobacterium animalis strain 01,,28025,Complete,1,,,,,,,,2019-02-04T00:00:00Z,,PRJNA516982,SAMN10817706,GCA_004135895.1,,CP035497,,China Agricultural University,,Illumina,311.0x,SOAPdenovo v. 2.04,1,,1,1931632,60.492992,1651,1583,,feces,,,China,China: Guangxi,,,,,,"Human, Homo sapiens",,,,,,,,,,,,,,,,,,,a probiotic bacterium with antioxidant activity,,99.8,99.6,,,,Good,2019-07-17T01:40:37.500Z,2019-07-17T01:40:37.500Z
28025.133,Bifidobacterium animalis strain B06,,28025,Complete,B06,,,,,,,,2019-08-21T00:00:00Z,,PRJNA560132,SAMN12569105,GCA_008041995.1,,CP042940,,Haerbin Meihua Biotechnology,,Illumina HiSeq,200.0x,SOAPdenovo v. 2.04,1,,1,1944145,60.489162,1662,1593,,feces of healthy Chinese centenarian,,10-Oct,China,China: guangxi province,,,,,,"Human, Homo sapiens",,,,,,,,,,,,,,,,,,,The complete genome sequence of Bifidobacterium animalis B06,sample_type:cell culture,99.8,99.6,,,,Good,2019-10-01T21:41:09.739Z,2019-10-01T21:41:09.739Z
28025.19,Bifidobacterium animalis strain BL3,,28025,Complete,BL3,,,,,,,,2017-07-18T00:00:00Z,28702200,PRJNA340074,SAMN05631165,GCA_002220485.1,,CP017098,,Korea Food Research Institute,,PacBio,322x,HGAP v. 3.0,1,,1,1944323,60.48,1651,1546,,Commercial dietary supplements,,2015/10/21,South Korea,South Korea: Seoul,,,,,,"Human, Homo sapiens",,,,,,,,,,,,,,,,,,,BL3 strain was isolated from Commercial dietary supplements,sample_type:cell culture,99.7,99.6,100,0.3,,Good,2017-09-29T15:33:20.865Z,2017-09-29T15:33:20.865Z
302911.25,Bifidobacterium animalis subsp. lactis BF052,,302911,Complete,BF052,,,,,,,,2015-01-14T00:00:00Z,-,PRJNA252546,SAMN02941905,GCA_000818055.1,,CP009045.1,NZ_CP009045.1,Suranaree University of Technology,,Illumina,37.59x,Vector NTI v. 11.5,1,,1,1938624,60.48,1612,1536,,feces of breast-fed infant,,10-May-11,Thailand,Thailand: Nakhonratchasima,,,,,,"Human, Homo sapiens",,,,,,,,,,,,,,,,,,,To identify and establish the functional and technological characteristics of potential probiotics,,99.3,99.3,100,,,Good,2015-03-12T13:53:10.969Z,2015-03-16T03:17:09.594Z
302911.62,Bifidobacterium animalis subsp. lactis strain S7,,302911,Complete,S7,,,,,,,,2018-08-15T00:00:00Z,,PRJNA397826,SAMN07488464,GCA_003390755.1,,CP022724,,Korea Food Research Institute,,PacBio,185.0x,HGAP v. 3.0,1,,1,1944072,60.487885,1695,1593,,adult feces,,2017/4/4,South Korea,South Korea: Bundang,,,,,,"Human, Homo sapiens",,,,,,,,,,,,,,,,,,,S7 strain was isolated from Korean adult feces,sample_type:cell culture,99.8,99.4,100,0.9,,Good,2018-09-30T16:44:42.504Z,2018-09-30T16:44:42.504Z
302911.63,Bifidobacterium animalis subsp. lactis strain IDCC4301,,302911,Complete,IDCC4301,,,,,,,,2018-08-26T00:00:00Z,,PRJNA486607,SAMN09858435,GCA_003428375.1,,CP031703,,"Research Laboratories, Ildong Pharmaceutical",,PacBio RSII; Illumina HiSeq,6.0x,HGAP v. 3.0,1,,1,1944141,60.489285,1664,1595,,Infant feces,,18-Jul,South Korea,South Korea: Gyeonggi,,,,,,"Human, Homo sapiens",,,,,,,,,,,,,,,,,,,Isolated from infant feces,sample_type:single cell,99.8,99.6,100,,,Good,2018-10-01T23:00:55.403Z,2018-10-01T23:00:55.403Z
302912.1,Bifidobacterium animalis subsp. animalis strain CNCM I-4602,,302912,Complete,CNCM I-4602,,,,,,,,2018-10-22T00:00:00Z,,PRJNA445301,SAMN08774047,GCA_003671995.1,,CP028460,,University College Cork,,Pacbio SMRT sequencing,400.0x,SMRT Analysis v. 2.3,1,,1,1932687,60.47482,1613,1509,,,,1-Oct-14,France,France,,,,,,"Human, Homo sapiens",,,,,,,,,,,,,,,,,,,Bifidobacterium animalis subsp. animalis CNCM I-4602 genome sequencing and assembly,sample_type:genome,99.9,99.7,,,,Good,2018-11-29T03:24:37.694Z,2018-11-29T03:24:37.694Z
326426.4,Bifidobacterium breve UCC2003,Bifidobacterium breve UCC2003,326426,Complete,UCC2003,,,,,,,,2011-07-06T00:00:00Z,21690406,PRJNA13487,SAMN02604112,GCA_000220135.1,,CP000303,NC_020517.1,University College Cork,complete,,,,1,,1,2422684,58,2071,1854,,infant nursing stool,isolated from an infant nursing stool,,,,,,,,,"Human, Homo sapiens",,infant,,,,,,,+,Rod,No,No,Mesophilic,-,,Anaerobic,Host-associated,,Bifidobacterium breve UCC2003 . This strain (NCIMB 8807; UCC2003) was originally isolated from an infant nursing stool. This organism will used for comparative genomics with other Bifidobacterium species. ,,99.9,99.9,100,,,Good,2014-12-08T22:10:28.318Z,2015-03-16T03:17:09.594Z
391904.5,Bifidobacterium longum subsp. infantis ATCC 15697 = JCM 1222,Bifidobacterium longum subsp. infantis ATCC 15697,391904,Complete,ATCC 15697,,,,,,ATCC 15697,,2008-11-20T00:00:00Z,19033196,PRJNA17189,,GCA_000020425.1,,CP001095,NC_011593,US DOE Joint Genome Institute|DOE Joint Genome Institute|JGI-PGF,complete,,,,1,,1,2832748,59.9,2511,2416,,human infant feces,isolated from human infant feces and will be used for comparative genomics,,,,,,,,,"Human, Homo sapiens",,infant,,,,,,,+,Rod,No,No,Mesophilic,37-41,,Anaerobic,Host-associated,,Bifidobacterium longum subsp. infantis str. ATCC 15697. This strain was isolated from human infant feces and will be used for comparative genomics.,,99.9,99.7,100,,,Good,2014-12-08T22:10:28.597Z,2015-03-16T03:17:09.594Z
398513.13,Bifidobacterium bifidum NCIMB 41171,,398513,Complete,NCIMB 41171,,,,,,,,2012-06-15T00:00:00Z,22829535,PRJNA30055,SAMN02463676,GCF_000273525.1,,AKCA01000000,,Broad Institute,,Illumina/PacBio,139.0x,allpaths v. 41303,,,1,2216395,62.81,1905,,,,,,,,,,,,env_biome:terrestrial biome [ENVO:00000446],"Human, Homo sapiens",,,,,,,,,Positive,Bacilli,No,,Mesophilic,,,Anaerobic,Multiple,,"This strain is being sequenced as a reference strain for the Human Microbiome Project (HMP). Another assembly of this organism was generated independently from the HMP reference genome, using PacBio and Illumina sequence reads.",,99.2,99,100,,,Good,2016-01-17T15:28:59.544Z,2016-01-17T15:28:59.544Z
484020.3,Bifidobacterium bifidum BGN4,Bifidobacterium bifidum BGN4,484020,Complete,BGN4,,,,,,,,2012-06-05T00:00:00Z,,PRJNA21077,SAMN02603486,GCA_000265095.1,,CP001361.1,NC_017999.1,Korea Research Institute of Bioscience and Biotechnology (KRIBB),complete,,,,1,,1,2223664,62.6,1828,1835,,human feces,isolated from human feces in Korea,,South Korea,Korea,,,,,,"Human, Homo sapiens",,,,,,,,,Positive,Bacilli,Yes,,Mesophilic,,,Anaerobic,Multiple,,Bifidobacterium bifidum BGN4. Bifidobacterium bifidum BGN4 was isolated from human feces in Korea. This strain is a probiotic bacterium that produces chiro-inositol which may have anti-cancer properties. ,,99.1,98.9,99.7,,,Good,2014-12-08T22:10:27.948Z,2015-03-16T03:17:09.594Z
565040.3,Bifidobacterium longum subsp. infantis 157F strain 157F-NC,Bifidobacterium longum subsp. infantis 157F,565040,Complete,157F-NC,,,,,,,,2011-01-28T00:00:00Z,,PRJNA32051,,GCA_000196575.1,,AP010890,"NC_015052,NC_015053,NC_015066","University of Tokyo, Japan",complete,Sanger,,Phred/Phrap/Consed,1,2,3,2408831,60.08,2058,1999,,,,,,,,,,,,"Human, Homo sapiens",,,,Gastrointestinal tract,,,,,+,Rod,No,No,Mesophilic,-,,Anaerobic,Host-associated,,Bifidobacterium longum subsp. infantis 157F-NC.This strain will be used for comparative genome analysis.,,99.8,99.6,100,,,Good,2014-12-08T22:10:28.588Z,2015-03-16T03:17:09.594Z
